season,Coach,Team,conference,current_season_W,current_season_L,current_season_W-L%,current_season_AP Pre,current_season_AP Post,current_season_NCAA Tournament,career_at_school_Since,career_at_school_W,career_at_school_L,career_at_school_W-L%,career_at_school_NCAA,career_at_school_S16,career_at_school_FF,career_at_school_Chmp,career_overall_W,career_overall_L,career_overall_W-L%,career_overall_NCAA,career_overall_S16,career_overall_FF,career_overall_Chmp
2019,Fran McCaffery,Iowa,Big Ten,23,12,0.657,0,0,Lost Second Round,2010-11,174,132,0.569,4,0,0,0,425,309,0.579,9,0,0,0
2019,Steve Prohm,Iowa State,Big 12,23,12,0.657,0,24,Lost First Round,2015-16,83,53,0.61,3,1,0,0,187,82,0.695,4,1,0,0
2019,Porter Moser,Loyola (IL),MVC,20,14,0.588,0,0,0,2011-12,141,125,0.53,1,1,1,0,246,226,0.521,1,1,1,0
2019,Michael White,Florida,SEC,20,16,0.556,0,0,Lost Second Round,2015-16,89,53,0.627,3,1,0,0,190,93,0.671,3,1,0,0
2019,Archie Miller,Indiana,Big Ten,19,16,0.543,0,0,0,2017-18,35,31,0.53,0,0,0,0,174,94,0.649,4,1,0,0
2019,John Groce,Akron,MAC,17,16,0.515,0,0,0,2017-18,31,34,0.477,0,0,0,0,211,165,0.561,3,1,0,0
2019,Larry Krystkowiak,Utah,Pac-12,17,14,0.548,0,0,0,2011-12,155,111,0.583,2,1,0,0,197,131,0.601,4,1,0,0
2019,Ben Jacobson,Northern Iowa,MVC,16,18,0.471,0,0,0,2006-07,266,168,0.613,4,1,0,0,266,168,0.613,4,1,0,0
2019,Phil Martelli,St. Joseph's,A-10,14,19,0.424,0,0,0,1995-96,444,328,0.575,7,2,0,0,444,328,0.575,7,2,0,0
2019,Bob McKillop,Davidson,A-10,24,10,0.706,0,0,0,1989-90,578,350,0.623,9,1,0,0,578,350,0.623,9,1,0,0
2019,Randy Bennett,Saint Mary's,WCC,22,12,0.647,0,0,Lost First Round,2001-02,414,174,0.704,7,1,0,0,414,174,0.704,7,1,0,0
2019,Greg McDermott,Creighton,Big East,20,15,0.571,0,0,0,2010-11,207,109,0.655,5,0,0,0,356,240,0.597,8,0,0,0
2019,Rick Stansbury,Western Kentucky,CUSA,20,14,0.588,0,0,0,2016-17,62,42,0.596,0,0,0,0,355,208,0.631,6,0,0,0
2019,Andy Enfield,USC,Pac-12,16,17,0.485,0,0,0,2013-14,110,93,0.542,2,0,0,0,151,121,0.555,3,1,0,0
2019,Ernie Kent,Washington State,Pac-12,11,21,0.344,0,0,0,2014-15,58,98,0.372,0,0,0,0,383,351,0.522,6,2,0,0
2019,Eric Musselman,Nevada,MWC,29,5,0.853,7,20,Lost First Round,2015-16,110,34,0.764,3,1,0,0,110,34,0.764,3,1,0,0
2019,Johnny Dawkins Jr,UCF,AAC,24,9,0.727,0,0,Lost Second Round,2016-17,67,34,0.663,1,0,0,0,223,149,0.599,2,1,0,0
2019,Fran Dunphy,Temple,AAC,23,10,0.697,0,0,Lost First Four,2006-07,270,162,0.625,8,0,0,0,580,325,0.641,17,0,0,0
2019,Brad Brownell,Clemson,ACC,20,14,0.588,22,0,0,2010-11,169,127,0.571,2,1,0,0,336,212,0.613,5,1,0,0
2019,Kermit Davis Jr,Ole Miss,SEC,20,13,0.606,0,0,Lost First Round,2018-19,20,13,0.606,1,0,0,0,423,251,0.628,6,0,0,0
2019,Tommy Amaker,Harvard,Ivy,19,12,0.613,0,0,0,2007-08,230,131,0.637,4,0,0,0,406,270,0.601,5,1,0,0
2019,Steve Donahue,Penn,Ivy,19,12,0.613,0,0,0,2015-16,67,53,0.558,1,0,0,0,267,267,0.5,4,1,0,0
2019,Dave Leitao,DePaul,Big East,19,17,0.528,0,0,0,2002-03,106,116,0.477,1,0,0,0,191,211,0.475,2,0,0,0
2019,Cliff Ellis,Coastal Carolina,Sun Belt,17,17,0.5,0,0,0,2007-08,230,164,0.584,2,0,0,0,766,502,0.604,10,3,0,0
2019,Dan Hurley,UConn,AAC,16,17,0.485,0,0,0,2018-19,16,17,0.485,0,0,0,0,167,122,0.578,2,0,0,0
2019,Cuonzo Martin,Missouri,SEC,15,17,0.469,0,0,0,2017-18,35,30,0.538,1,0,0,0,221,151,0.594,3,1,0,0
2019,Josh Pastner,Georgia Tech,ACC,14,18,0.438,0,0,0,2016-17,48,53,0.475,0,0,0,0,215,126,0.63,4,0,0,0
2019,Russ Pennell,Central Arkansas,Southland,14,19,0.424,0,0,0,2014-15,49,108,0.312,0,0,0,0,70,122,0.365,1,1,0,0
2019,Chris Mooney,Richmond,A-10,13,20,0.394,0,0,0,2005-06,250,215,0.538,2,1,0,0,268,227,0.541,2,1,0,0
2019,Mike Davis,Detroit Mercy,Horizon,11,20,0.355,0,0,0,2018-19,11,20,0.355,0,0,0,0,363,261,0.582,9,1,1,0
2019,Jim Les,UC-Davis,Big West,11,20,0.355,0,0,0,2011-12,120,135,0.471,1,0,0,0,274,275,0.499,2,1,0,0
2019,Nate Oats,Buffalo,MAC,32,4,0.889,0,15,Lost Second Round,2015-16,96,43,0.691,3,0,0,0,96,43,0.691,3,0,0,0
2019,Will Wade,LSU,SEC,25,5,0.833,23,12,Lost Regional Semifinal,2017-18,43,20,0.683,1,1,0,0,134,65,0.673,3,1,0,0
2019,Brian Gregory,South Florida,AAC,24,14,0.632,0,0,0,2017-18,34,36,0.486,0,0,0,0,282,216,0.566,2,0,0,0
2019,Ron Hunter,Georgia State,Sun Belt,24,10,0.706,0,0,Lost First Round,2011-12,171,95,0.643,3,0,0,0,392,274,0.589,4,0,0,0
2019,Tad Boyle,Colorado,Pac-12,23,13,0.639,0,0,0,2010-11,189,123,0.606,4,0,0,0,245,189,0.565,4,0,0,0
2019,Dan D'Antoni II,Marshall,CUSA,23,14,0.622,0,0,0,2014-15,96,77,0.555,1,0,0,0,96,77,0.555,1,0,0,0
2019,Travis Ford,Saint Louis,A-10,23,13,0.639,0,0,Lost First Round,2016-17,52,50,0.51,1,0,0,0,330,276,0.545,7,0,0,0
2019,James Jones,Yale,Ivy,22,8,0.733,0,0,Lost First Round,1999-00,310,273,0.532,2,0,0,0,310,273,0.532,2,0,0,0
2019,Anthony Grant,Dayton,A-10,21,12,0.636,0,0,0,2017-18,35,29,0.547,0,0,0,0,228,139,0.621,3,0,0,0
2019,Ryan Odom,UMBC,AEC,21,13,0.618,0,0,0,2016-17,67,37,0.644,1,0,0,0,75,48,0.61,1,0,0,0
2019,Brett Reed,Lehigh,Patriot,20,11,0.645,0,0,0,2007-08,218,157,0.581,2,0,0,0,218,157,0.581,2,0,0,0
2019,Kevin Willard,Seton Hall,Big East,20,14,0.588,0,0,Lost First Round,2010-11,170,128,0.57,4,0,0,0,215,177,0.548,4,0,0,0
2019,Ed Cooley,Providence,Big East,18,16,0.529,0,0,0,2011-12,162,110,0.596,5,0,0,0,254,179,0.587,5,0,0,0
2019,Eran Ganot,Hawaii,Big West,18,13,0.581,0,0,0,2015-16,77,48,0.616,1,0,0,0,80,50,0.615,1,0,0,0
2019,Frank Haith,Tulsa,AAC,18,14,0.562,0,0,0,2014-15,95,66,0.59,1,0,0,0,300,195,0.606,4,0,0,0
2019,Avery Johnson,Alabama,SEC,18,16,0.529,0,0,0,2015-16,75,62,0.547,1,0,0,0,75,62,0.547,1,0,0,0
2019,LaVall Jordan,Butler,Big East,16,17,0.485,0,0,0,2017-18,37,31,0.544,1,0,0,0,48,55,0.466,1,0,0,0
2019,Jerod Haase,Stanford,Pac-12,15,16,0.484,0,0,0,2016-17,48,49,0.495,0,0,0,0,128,102,0.557,1,0,0,0
2019,Saul Phillips,Ohio,MAC,14,17,0.452,0,0,0,2014-15,81,77,0.513,0,0,0,0,215,161,0.572,2,0,0,0
2019,Chris Collins,Northwestern,Big Ten,13,19,0.406,0,0,0,2013-14,101,96,0.513,1,0,0,0,101,96,0.513,1,0,0,0
2019,Brad Underwood ,Illinois,Big Ten,12,21,0.364,0,0,0,2017-18,26,39,0.4,0,0,0,0,135,66,0.672,4,0,0,0
2019,Bob Hoffman,Mercer,Southern,11,20,0.355,0,0,0,2008-09,209,165,0.559,1,0,0,0,277,242,0.534,1,0,0,0
2019,Mike McConathy,Northwestern State,Southland,11,20,0.355,0,0,0,1999-00,295,321,0.479,3,0,0,0,295,321,0.479,3,0,0,0
2019,Russ Turner,UC-Irvine,Big West,31,6,0.838,0,0,Lost Second Round,2010-11,188,128,0.595,2,0,0,0,188,128,0.595,2,0,0,0
2019,Chris Jans,New Mexico State,WAC,30,5,0.857,0,0,Lost First Round,2017-18,58,11,0.841,2,0,0,0,79,23,0.775,2,0,0,0
2019,Mike Young,Wofford,Southern,30,5,0.857,0,19,Lost Second Round,2002-03,299,244,0.551,5,0,0,0,299,244,0.551,5,0,0,0
2019,Casey Alexander,Lipscomb,A-Sun,29,8,0.784,0,0,0,2013-14,113,84,0.574,1,0,0,0,137,120,0.533,1,0,0,0
2019,Ritchie McKay,Liberty,A-Sun,29,7,0.806,0,0,Lost Second Round,2007-08,124,83,0.599,1,0,0,0,289,241,0.545,2,0,0,0
2019,Wes Miller,UNC Greensboro,Southern,29,7,0.806,0,0,0,2011-12,141,117,0.547,1,0,0,0,141,117,0.547,1,0,0,0
2019,Matt McMahon,Murray State,OVC,28,5,0.848,0,0,Lost Second Round,2015-16,87,42,0.674,2,0,0,0,87,42,0.674,2,0,0,0
2019,Craig Smith,Utah State,MWC,28,7,0.8,0,25,Lost First Round,2018-19,28,7,0.8,1,0,0,0,107,62,0.633,1,0,0,0
2019,John Becker,Vermont,AEC,27,7,0.794,0,0,Lost First Round,2011-12,193,84,0.697,3,0,0,0,193,84,0.697,3,0,0,0
2019,Rick Byrd,Belmont,OVC,27,6,0.818,0,0,Lost First Round,1999-00,415,220,0.654,8,0,0,0,415,220,0.654,8,0,0,0
2019,Joe Golding,Abilene Christian,Southland,27,7,0.794,0,0,Lost First Round,2013-14,90,98,0.479,1,0,0,0,90,98,0.479,1,0,0,0
2019,Joe Mihalich,Hofstra,CAA,27,8,0.771,0,0,0,2013-14,115,84,0.578,0,0,0,0,380,287,0.57,2,0,0,0
2019,John Brannen,Northern Kentucky,Horizon,26,9,0.743,0,0,Lost First Round,2015-16,81,51,0.614,2,0,0,0,82,52,0.612,2,0,0,0
2019,Travis DeCuire,Montana,Big Sky,26,9,0.743,0,0,Lost First Round,2014-15,109,58,0.653,2,0,0,0,109,58,0.653,2,0,0,0
2019,Jeff Jones,Old Dominion,CUSA,26,9,0.743,0,0,Lost First Round,2013-14,140,67,0.676,1,0,0,0,497,354,0.584,8,2,0,0
2019,Tod Kowalczyk,Toledo,MAC,25,8,0.758,0,0,0,2010-11,167,129,0.564,0,0,0,0,303,241,0.557,0,0,0,0
2019,Mark Pope,Utah Valley,WAC,25,10,0.714,0,0,0,2015-16,77,56,0.579,0,0,0,0,77,56,0.579,0,0,0,0
2019,Mike Rhoades,VCU,A-10,25,8,0.758,0,0,Lost First Round,2017-18,43,23,0.652,1,0,0,0,90,75,0.545,1,0,0,0
2019,Bob Richey,Furman,Southern,25,8,0.758,0,0,0,2017-18,48,18,0.727,0,0,0,0,48,18,0.727,0,0,0,0
2019,Jeff Boals,Stony Brook,AEC,24,9,0.727,0,0,0,2016-17,55,42,0.567,0,0,0,0,55,42,0.567,0,0,0,0
2019,Darian DeVries,Drake,MVC,24,10,0.706,0,0,0,2018-19,24,10,0.706,0,0,0,0,24,10,0.706,0,0,0,0
2019,Steve Forbes,ETSU,Southern,24,10,0.706,0,0,0,2015-16,100,39,0.719,1,0,0,0,100,39,0.719,1,0,0,0
2019,Earl Grant,College of Charleston,CAA,24,9,0.727,0,0,0,2014-15,101,65,0.608,1,0,0,0,101,65,0.608,1,0,0,0
2019,Ray Harper,Jacksonville State,OVC,24,9,0.727,0,0,0,2016-17,67,37,0.644,1,0,0,0,156,101,0.607,3,0,0,0
2019,Johnny Jones,Texas Southern,SWAC,24,14,0.632,0,0,0,2018-19,24,14,0.632,0,0,0,0,319,248,0.563,3,0,0,0
2019,Danny Kaspar,Texas State,Sun Belt,24,10,0.706,0,0,0,2013-14,98,98,0.5,0,0,0,0,344,239,0.59,1,0,0,0
2019,Kevin Keatts,NC State,ACC,24,12,0.667,0,0,0,2017-18,45,24,0.652,1,0,0,0,117,52,0.692,3,0,0,0
2019,Matt Langel,Colgate,Patriot,24,11,0.686,0,0,Lost First Round,2011-12,114,142,0.445,1,0,0,0,114,142,0.445,1,0,0,0
2019,T.J. Otzelberger,South Dakota State,Summit,24,9,0.727,0,0,0,2016-17,70,33,0.68,2,0,0,0,70,33,0.68,2,0,0,0
2019,Steve Wojciechowski,Marquette,Big East,24,10,0.706,0,0,Lost First Round,2014-15,97,69,0.584,2,0,0,0,97,69,0.584,2,0,0,0
2019,Bill Coen,Northeastern,CAA,23,11,0.676,0,0,Lost First Round,2006-07,224,197,0.532,2,0,0,0,224,197,0.532,2,0,0,0
2019,Tim Craft,Gardner-Webb,Big South,23,12,0.657,0,0,Lost First Round,2013-14,111,90,0.552,1,0,0,0,111,90,0.552,1,0,0,0
2019,Keno Davis,Central Michigan,MAC,23,12,0.657,0,0,0,2012-13,121,109,0.526,0,0,0,0,195,164,0.543,1,0,0,0
2019,Bobby Hurley,Arizona State,Pac-12,23,11,0.676,0,0,Lost First Round,2015-16,73,58,0.557,2,0,0,0,115,78,0.596,3,0,0,0
2019,Justin Hutson,Fresno State,MWC,23,9,0.719,0,0,0,2018-19,23,9,0.719,0,0,0,0,23,9,0.719,0,0,0,0
2019,Mike Dunlap,Loyola Marymount,WCC,22,12,0.647,0,0,0,2014-15,70,87,0.446,0,0,0,0,70,87,0.446,0,0,0,0
2019,Matt Figger,Austin Peay,OVC,22,11,0.667,0,0,0,2017-18,41,26,0.612,0,0,0,0,41,26,0.612,0,0,0,0
2019,Anfernee Hardaway,Memphis,AAC,22,14,0.611,0,0,0,2018-19,22,14,0.611,0,0,0,0,22,14,0.611,0,0,0,0
2019,Michael Huger,Bowling Green State,MAC,22,12,0.647,0,0,0,2015-16,67,65,0.508,0,0,0,0,67,65,0.508,0,0,0,0
2019,Mike Jones,Radford,Big South,22,11,0.667,0,0,0,2011-12,138,127,0.521,1,0,0,0,138,127,0.521,1,0,0,0
2019,Robert Jones,Norfolk State,MEAC,22,14,0.611,0,0,0,2013-14,109,96,0.532,0,0,0,0,109,96,0.532,0,0,0,0
2019,Brian Kennedy,NJIT,A-Sun,22,13,0.629,0,0,0,2016-17,47,49,0.49,0,0,0,0,47,49,0.49,0,0,0,0
2019,Joe Pasternack,UCSB,Big West,22,10,0.688,0,0,0,2017-18,45,19,0.703,0,0,0,0,83,73,0.532,0,0,0,0
2019,Richard Pitino,Minnesota,Big Ten,22,14,0.611,0,0,Lost Second Round,2013-14,112,92,0.549,2,0,0,0,130,106,0.551,2,0,0,0
2019,Rob Senderoff,Kent State,MAC,22,11,0.667,0,0,0,2011-12,161,109,0.596,1,0,0,0,161,109,0.596,1,0,0,0
2019,Byron Smith,Prairie View,SWAC,22,13,0.629,0,0,Lost First Four,2015-16,57,57,0.5,1,0,0,0,57,57,0.5,1,0,0,0
2019,Mark Byington,Georgia Southern,Sun Belt,21,12,0.636,0,0,0,2013-14,111,84,0.569,0,0,0,0,111,84,0.569,0,0,0,0
2019,Linc Darner,Green Bay,Horizon,21,17,0.553,0,0,0,2015-16,75,64,0.54,1,0,0,0,75,64,0.54,1,0,0,0
2019,Nathan Davis,Bucknell,Patriot,21,12,0.636,0,0,0,2015-16,89,45,0.664,2,0,0,0,89,45,0.664,2,0,0,0
2019,Brian Dutcher,San Diego State,MWC,21,13,0.618,0,0,0,2017-18,43,24,0.642,1,0,0,0,43,24,0.642,1,0,0,0
2019,Derrin Hansen,Omaha,Summit,21,11,0.656,0,0,0,2012-13,106,113,0.484,0,0,0,0,106,113,0.484,0,0,0,0
2019,Greg Herenda,Fairleigh Dickinson,NEC,21,14,0.6,0,0,Lost First Round,2013-14,81,108,0.429,2,0,0,0,81,108,0.429,2,0,0,0
2019,Jason Hooten,Sam Houston,Southland,21,12,0.636,0,0,0,2010-11,179,125,0.589,0,0,0,0,179,125,0.589,0,0,0,0
2019,Jeff Linder,Northern Colorado,Big Sky,21,11,0.656,0,0,0,2016-17,58,41,0.586,0,0,0,0,58,41,0.586,0,0,0,0
2019,Grant McCasland,North Texas,CUSA,21,12,0.636,0,0,0,2017-18,41,30,0.577,0,0,0,0,61,42,0.592,0,0,0,0
2019,Chris Mullin,St. John's (NY),Big East,21,13,0.618,0,0,Lost First Four,2015-16,59,73,0.447,1,0,0,0,59,73,0.447,1,0,0,0
2019,Scott Nagy,Wright State,Horizon,21,14,0.6,0,0,0,2016-17,66,36,0.647,1,0,0,0,256,199,0.563,4,0,0,0
2019,Sam Scholl,San Diego,WCC,21,15,0.583,0,0,0,2018-19,21,15,0.583,0,0,0,0,21,15,0.583,0,0,0,0
2019,Kyle Smith,San Francisco,WCC,21,10,0.677,0,0,0,2016-17,63,40,0.612,0,0,0,0,164,122,0.573,0,0,0,0
2019,Jeremy Ballard,Florida International,CUSA,20,14,0.588,0,0,0,2018-19,20,14,0.588,0,0,0,0,20,14,0.588,0,0,0,0
2019,Rob Ehsan,UAB,CUSA,20,15,0.571,0,0,0,2016-17,57,44,0.564,0,0,0,0,57,44,0.564,0,0,0,0
2019,Lew Hill,Texas-Rio Grande Valley,WAC,20,17,0.541,0,0,0,2016-17,45,57,0.441,0,0,0,0,45,57,0.441,0,0,0,0
2019,Dustin Kerns,Presbyterian,Big South,20,16,0.556,0,0,0,2017-18,31,37,0.456,0,0,0,0,31,37,0.456,0,0,0,0
2019,Eric Konkol,Louisiana Tech,CUSA,20,13,0.606,0,0,0,2015-16,83,49,0.629,0,0,0,0,83,49,0.629,0,0,0,0
2019,Dan Majerle,Grand Canyon,WAC,20,14,0.588,0,0,0,2013-14,123,72,0.631,0,0,0,0,123,72,0.631,0,0,0,0
2019,Mike Martin,Brown,Ivy,20,12,0.625,0,0,0,2012-13,93,112,0.454,0,0,0,0,93,112,0.454,0,0,0,0
2019,Kevin McGeehan,Campbell,Big South,20,13,0.606,0,0,0,2013-14,91,107,0.46,0,0,0,0,91,107,0.46,0,0,0,0
2019,Tic Price,Lamar,Southland,20,13,0.606,0,0,0,2013-14,85,80,0.515,0,0,0,0,252,202,0.555,2,0,0,0
2019,Doc Sadler,Southern Miss,CUSA,20,13,0.606,0,0,0,2014-15,62,94,0.397,0,0,0,0,211,201,0.512,1,0,0,0
2019,Brian Wardle,Bradley,MVC,20,15,0.571,0,0,Lost First Round,2015-16,58,75,0.436,1,0,0,0,153,140,0.522,1,0,0,0
2019,Keith Dambrot,Duquesne,A-10,19,13,0.594,0,0,0,2017-18,35,29,0.547,0,0,0,0,360,202,0.641,3,0,0,0
2019,Patrick Ewing,Georgetown,Big East,19,14,0.576,0,0,0,2017-18,34,29,0.54,0,0,0,0,34,29,0.54,0,0,0,0
2019,Jay Joyner,North Carolina A&T,MEAC,19,13,0.594,0,0,0,2015-16,47,62,0.431,0,0,0,0,47,62,0.431,0,0,0,0
2019,Bob Marlin,Louisiana,Sun Belt,19,13,0.594,0,0,0,2010-11,174,124,0.584,1,0,0,0,399,255,0.61,3,0,0,0
2019,Tim Miles,Nebraska,Big Ten,19,17,0.528,0,0,0,2012-13,116,114,0.504,1,0,0,0,223,222,0.501,2,0,0,0
2019,Keith Richard,Louisiana-Monroe,Sun Belt,19,16,0.543,0,0,0,2010-11,112,174,0.392,0,0,0,0,262,291,0.474,0,0,0,0
2019,David Richman,North Dakota State,Summit,19,16,0.543,0,0,Lost First Round,2014-15,96,67,0.589,2,0,0,0,96,67,0.589,2,0,0,0
2019,Dave Rose ,BYU,WCC,19,13,0.594,0,0,0,2005-06,348,135,0.72,8,1,0,0,348,135,0.72,8,1,0,0
2019,Mark Slessinger,New Orleans,Southland,19,14,0.576,0,0,0,2012-13,95,114,0.455,1,0,0,0,95,114,0.455,1,0,0,0
2019,Travis Steele,Xavier,Big East,19,16,0.543,0,0,0,2018-19,19,16,0.543,0,0,0,0,19,16,0.543,0,0,0,0
2019,Rod Barnes,Cal State Bakersfield,WAC,18,16,0.529,0,0,0,2011-12,136,122,0.527,1,0,0,0,322,311,0.509,4,1,0,0
2019,Jon Coffman,Purdue Fort Wayne,Summit,18,15,0.545,0,0,0,2014-15,96,68,0.585,0,0,0,0,96,68,0.585,0,0,0,0
2019,David Cox,Rhode Island,A-10,18,15,0.545,0,0,0,2018-19,18,15,0.545,0,0,0,0,18,15,0.545,0,0,0,0
2019,John Gallagher,Hartford,AEC,18,15,0.545,0,0,0,2010-11,124,163,0.432,0,0,0,0,124,163,0.432,0,0,0,0
2019,Jim Hayford,Seattle,WAC,18,15,0.545,0,0,0,2017-18,38,29,0.567,0,0,0,0,144,120,0.545,1,0,0,0
2019,Edward Joyner Jr,Hampton,Big South,18,17,0.514,0,0,0,2009-10,170,157,0.52,3,0,0,0,170,157,0.52,3,0,0,0
2019,Pat Kelsey,Winthrop,Big South,18,12,0.6,0,0,0,2012-13,139,83,0.626,1,0,0,0,139,83,0.626,1,0,0,0
2019,Rob Krimmel,Saint Francis (PA),NEC,18,15,0.545,0,0,0,2012-13,97,123,0.441,0,0,0,0,97,123,0.441,0,0,0,0
2019,LeVelle Moton,North Carolina Central,MEAC,18,16,0.529,0,0,Lost First Four,2009-10,189,135,0.583,4,0,0,0,189,135,0.583,4,0,0,0
2019,Dave Paulsen,George Mason,A-10,18,15,0.545,0,0,0,2015-16,65,67,0.492,0,0,0,0,199,161,0.553,2,0,0,0
2019,Barclay Radebaugh,Charleston Southern,Big South,18,16,0.529,0,0,0,2005-06,193,238,0.448,0,0,0,0,193,238,0.448,0,0,0,0
2019,Randy Rahe,Weber State,Big Sky,18,15,0.545,0,0,0,2006-07,266,153,0.635,3,0,0,0,266,153,0.635,3,0,0,0
2019,Mark Schmidt,St. Bonaventure,A-10,18,16,0.529,0,0,0,2007-08,210,168,0.556,2,0,0,0,292,258,0.531,2,0,0,0
2019,Wayne Tinkle,Oregon State,Pac-12,18,13,0.581,0,0,0,2014-15,75,83,0.475,1,0,0,0,233,174,0.572,4,0,0,0
2019,Andrew Toole,Robert Morris,NEC,18,17,0.514,0,0,0,2010-11,168,140,0.545,1,0,0,0,168,140,0.545,1,0,0,0
2019,Glenn Braica,St. Francis (NY),NEC,17,16,0.515,0,0,0,2010-11,132,152,0.465,0,0,0,0,132,152,0.465,0,0,0,0
2019,Jamion Christian,Siena,MAAC,17,16,0.515,0,0,0,2018-19,17,16,0.515,0,0,0,0,118,111,0.515,2,0,0,0
2019,Tim Cluess,Iona,MAAC,17,16,0.515,0,0,Lost First Round,2010-11,199,108,0.648,6,0,0,0,199,108,0.648,6,0,0,0
2019,Steve Henson,UTSA,CUSA,17,15,0.531,0,0,0,2016-17,51,49,0.51,0,0,0,0,51,49,0.51,0,0,0,0
2019,Barry Hinson,Southern Illinois,MVC,17,15,0.531,0,0,0,2012-13,116,111,0.511,0,0,0,0,321,251,0.561,0,0,0,0
2019,Martin Ingelsby,Delaware,CAA,17,16,0.515,0,0,0,2016-17,44,55,0.444,0,0,0,0,44,55,0.444,0,0,0,0
2019,Donte Jackson,Grambling,SWAC,17,17,0.5,0,0,0,2017-18,34,31,0.523,0,0,0,0,34,31,0.523,0,0,0,0
2019,Jay Ladner,Southeastern Louisiana,Southland,17,16,0.515,0,0,0,2014-15,76,88,0.463,0,0,0,0,76,88,0.463,0,0,0,0
2019,Dusty May,Florida Atlantic,CUSA,17,16,0.515,0,0,0,2018-19,17,16,0.515,0,0,0,0,17,16,0.515,0,0,0,0
2019,Marvin Menzies,UNLV,MWC,17,14,0.548,0,0,0,2016-17,48,48,0.5,0,0,0,0,246,159,0.607,5,0,0,0
2019,Mark Montgomery,Northern Illinois,MAC,17,17,0.5,0,0,0,2011-12,105,150,0.412,0,0,0,0,105,150,0.412,0,0,0,0
2019,Dan Muller,Illinois State,MVC,17,16,0.515,0,0,0,2012-13,139,96,0.591,0,0,0,0,139,96,0.591,0,0,0,0
2019,Kevin Nickelberry,Howard,MEAC,17,17,0.5,0,0,0,2010-11,96,194,0.331,0,0,0,0,145,238,0.379,0,0,0,0
2019,Chris Ogden,UT Arlington,Sun Belt,17,16,0.515,0,0,0,2018-19,17,16,0.515,0,0,0,0,17,16,0.515,0,0,0,0
2019,Scott Padgett,Samford,Southern,17,16,0.515,0,0,0,2014-15,74,92,0.446,0,0,0,0,74,92,0.446,0,0,0,0
2019,Richie Riley,South Alabama,Sun Belt,17,17,0.5,0,0,0,2018-19,17,17,0.5,0,0,0,0,52,45,0.536,0,0,0,0
2019,Todd Simon,Southern Utah,Big Sky,17,17,0.5,0,0,0,2016-17,36,63,0.364,0,0,0,0,45,71,0.388,0,0,0,0
2019,Griff Aldrich,Longwood,Big South,16,18,0.471,0,0,0,2018-19,16,18,0.471,0,0,0,0,16,18,0.471,0,0,0,0
2019,Kevin Baggett,Rider,MAAC,16,15,0.516,0,0,0,2012-13,123,104,0.542,0,0,0,0,123,104,0.542,0,0,0,0
2019,Bill Carmody,Holy Cross,Patriot,16,17,0.485,0,0,0,2015-16,58,73,0.443,1,0,0,0,342,308,0.526,3,0,0,0
2019,Rick Croy,California Baptist,WAC,16,15,0.516,0,0,0,2018-19,16,15,0.516,0,0,0,0,16,15,0.516,0,0,0,0
2019,Matthew Driscoll,North Florida,A-Sun,16,17,0.485,0,0,0,2009-10,163,167,0.494,1,0,0,0,163,167,0.494,1,0,0,0
2019,Baker Dunleavy,Quinnipiac,MAAC,16,15,0.516,0,0,0,2017-18,28,36,0.438,0,0,0,0,28,36,0.438,0,0,0,0
2019,Dana Ford,Missouri State,MVC,16,16,0.5,0,0,0,2018-19,16,16,0.5,0,0,0,0,73,81,0.474,0,0,0,0
2019,Jason Gardner,IUPUI,Horizon,16,17,0.485,0,0,0,2014-15,64,94,0.405,0,0,0,0,64,94,0.405,0,0,0,0
2019,Mitch Henderson,Princeton,Ivy,16,12,0.571,0,0,0,2011-12,148,88,0.627,1,0,0,0,148,88,0.627,1,0,0,0
2019,Greg Kampe,Oakland,Horizon,16,17,0.485,0,0,0,1999-00,354,293,0.547,3,0,0,0,354,293,0.547,3,0,0,0
2019,Derek Kellogg,LIU,NEC,16,16,0.5,0,0,0,2017-18,34,33,0.507,1,0,0,0,189,170,0.526,2,0,0,0
2019,Shantay Legans,Eastern Washington,Big Sky,16,18,0.471,0,0,0,2017-18,36,33,0.522,0,0,0,0,36,33,0.522,0,0,0,0
2019,Steve McClain,UIC,Horizon,16,16,0.5,0,0,0,2015-16,58,76,0.433,0,0,0,0,215,191,0.53,1,0,0,0
2019,Barret Peery,Portland State,Big Sky,16,16,0.5,0,0,0,2017-18,36,30,0.545,0,0,0,0,36,30,0.545,0,0,0,0
2019,Dedrique Taylor,Cal State Fullerton,Big West,16,18,0.471,0,0,0,2013-14,83,107,0.437,1,0,0,0,83,107,0.437,1,0,0,0
2019,James Whitford,Ball State,MAC,16,17,0.485,0,0,0,2013-14,89,105,0.459,0,0,0,0,89,105,0.459,0,0,0,0
2019,Mike Brennan,American,Patriot,15,15,0.5,0,0,0,2013-14,78,109,0.417,1,0,0,0,78,109,0.417,1,0,0,0
2019,Pat Duquette,UMass-Lowell,AEC,15,17,0.469,0,0,0,2013-14,71,108,0.397,0,0,0,0,71,108,0.397,0,0,0,0
2019,Brian Earl,Cornell,Ivy,15,16,0.484,0,0,0,2016-17,35,53,0.398,0,0,0,0,35,53,0.398,0,0,0,0
2019,Brian Fish,Montana State,Big Sky,15,17,0.469,0,0,0,2014-15,65,92,0.414,0,0,0,0,65,92,0.414,0,0,0,0
